Server,Player Name,Troop ATK,Troop HP,Troop DEF,Troop DMG,Troop DMG Recv,Troop ATK Bless,Troop PROT Bless,Infantry ATK,Infantry HP,Infantry DEF,Infantry DMG,Infantry DMG Recv,Infantry ATK Bless,Infantry PROT Bless,Cav ATK,Cav HP,Cav DEF,Cav DMG,Cav DMG Recv,Cav ATK Bless,Cav PROT Bless,Archer ATK,Archer HP,Archer DEF,Archer DMG,Archer DMG Recv,Archer ATK Bless,Archer PROT Bless,Siege ATK,Siege HP,Siege DEF,Siege DMG,Siege DMG Recv,Siege ATK Bless,Siege PROT Bless,Lethal %
K116,懒洋洋爱看腿,+362.10%,+291.60%,+331.10%,+41.50%,-41.50%,+601.00%,+290.76%,+1271.70%,+1579.57%,+1789.12%,+142.75%,-160.75%,+190.00%,+616.00%,+2357.05%,+1545.70%,+730.50%,+152.25%,-134.75%,+509.00%,+293.00%,+2153.00%,+1272.35%,+972.35%,+160.50%,-144.75%,+700.00%,+339.00%,+1514.00%,+536.00%,+1183.00%,+140.50%,-128.50%,+177.00%,+87.00%,+23.00%
K116,蜜蜜°,+319.60%,+299.10%,+302.60%,+41.50%,-41.50%,+600.00%,+412.08%,+948.20%,+1445.99%,+1564.70%,+134.75%,-148.75%,+454.00%,+630.00%,+1912.05%,+1326.00%,+904.20%,+148.75%,-136.75%,+462.00%,+275.00%,+1959.00%,+1538.00%,+1304.35%,+150.75%,-136.75%,+542.00%,+354.00%,+1598.35%,+640.00%,+1239.00%,+144.75%,-132.50%,+551.00%,+387.00%,+22.50%
K116,红烧狮子头,+323.85%,+253.60%,+309.10%,+41.50%,-41.50%,+497.48%,+424.64%,+1241.00%,+1843.42%,+1031.07%,+136.50%,-160.75%,+103.00%,+476.00%,+2258.70%,+1544.00%,+1531.20%,+159.25%,-134.75%,+442.00%,+270.00%,+2027.00%,+1319.00%,+1268.00%,+148.00%,-138.50%,+447.00%,+205.00%,+1591.35%,+861.50%,+1159.00%,+142.50%,-128.50%,+131.00%,+86.00%,+23.50%
K116,那时像风一样,+333.35%,+295.10%,+309.10%,+41.50%,-41.50%,+458.76%,+416.48%,+1158.50%,+1902.42%,+1115.07%,+136.50%,-154.50%,+173.00%,+420.00%,+2330.20%,+1689.00%,+1641.20%,+166.75%,-134.75%,+570.00%,+368.00%,+2082.00%,+1167.50%,+1107.00%,+156.50%,-138.50%,+391.00%,+175.00%,+1628.35%,+807.00%,+1102.00%,+142.00%,-128.50%,+210.00%,+111.00%,+22.50%
K116,芙蕾魚,+157.50%,+218.60%,+223.10%,+1.00%,-38.50%,+161.78%,+233.50%,+1129.50%,+1716.42%,+1015.57%,+116.00%,-126.50%,+138.00%,+277.00%,+1659.70%,+1139.50%,+912.20%,+127.00%,-116.50%,+330.00%,+191.50%,+1288.00%,+896.00%,+563.50%,+42.00%,-28.00%,+171.00%,+117.00%,+1313.85%,+562.00%,+847.50%,+39.50%,-25.00%,+100.50%,+72.50%,+20.00%
K116,ALI,+287.21%,+260.10%,+263.10%,+40.00%,-40.00%,+284.92%,+262.20%,+1566.70%,+2120.12%,+1246.50%,+121.25%,-148.00%,+127.00%,+183.00%,+841.75%,+887.00%,+778.35%,+38.80%,-35.80%,+48.00%,+52.00%,+2002.60%,+1467.00%,+624.00%,+144.35%,-126.50%,+170.00%,+129.00%,+882.95%,+841.70%,+309.50%,+42.35%,-25.00%,+48.00%,+45.00%,+21.00%
K116,不可盾号,+225.71%,+174.10%,+194.10%,+37.50%,-38.25%,+82.82%,+115.20%,+1102.20%,+1680.45%,+852.00%,+106.00%,-112.50%,+19.50%,+132.50%,+742.50%,+563.00%,+504.85%,+20.65%,-27.00%,+31.50%,+20.00%,+1485.85%,+851.50%,+285.00%,+106.35%,-106.00%,+148.50%,+69.50%,+617.70%,+630.60%,+130.50%,+16.50%,-9.00%,+25.00%,+20.00%,+12.00%
K116,光之使者,+451.10%,+406.10%,+411.10%,+43.75%,-43.75%,+600.00%,+600.00%,+1683.70%,+2413.00%,+1891.70%,+138.50%,-156.50%,+700.00%,+700.00%,+1932.35%,+1581.00%,+1221.50%,+154.50%,-136.75%,+700.00%,+700.00%,+2201.50%,+1675.00%,+1511.35%,+154.50%,-142.75%,+700.00%,+700.00%,+1907.00%,+1189.00%,+1633.00%,+148.25%,-134.75%,+700.00%,+630.00%,+24.50%
K116,逍遥浪四月,+311.10%,+255.10%,+282.10%,+41.50%,-40.00%,+373.32%,+272.64%,+1429.20%,+1515.00%,+1141.70%,+132.50%,-139.75%,+121.00%,+378.00%,+1908.85%,+1420.00%,+1154.50%,+147.25%,-122.75%,+490.00%,+280.00%,+1796.00%,+1184.00%,+1239.35%,+140.75%,-142.50%,+291.00%,+206.00%,+1305.00%,+736.00%,+1038.50%,+80.50%,-63.50%,+103.00%,+57.00%,+21.50%
K138,(RaW)༺博卡Ajax༻,+379.35%,+332.35%,+343.35%,+43.75%,-43.75%,+600.00%,+471.92%,+1419.00%,+2106.00%,+1634.49%,+144.75%,-167.50%,+213.00%,+700.00%,+2388.20%,+1937.20%,+1338.50%,+165.75%,-144.75%,+504.00%,+304.00%,+1845.50%,+1465.35%,+996.50%,+173.50%,-134.75%,+465.00%,+233.00%,+1692.50%,+969.50%,+1256.50%,+176.75%,-140.50%,+357.00%,+218.00%,+24.00%
K138,(RaW)Venom毒液,+298.60%,+249.60%,+269.60%,+39.00%,-39.00%,+315.52%,+227.56%,+790.70%,+1571.62%,+1199.07%,+128.50%,-138.00%,+80.00%,+239.00%,+1424.50%,+1127.50%,+781.20%,+146.50%,-122.75%,+206.00%,+119.00%,+2253.55%,+1660.70%,+1110.00%,+152.50%,-128.75%,+334.00%,+212.00%,+1066.50%,+387.50%,+832.50%,+116.70%,-103.20%,+43.00%,+38.00%,+22.00%
K138,(RaW)༺JOJO༻,+306.35%,+220.10%,+262.60%,+43.75%,-40.00%,+419.60%,+409.04%,+1074.50%,+1536.07%,+1050.42%,+142.75%,-148.00%,+67.00%,+200.00%,+2014.20%,+1669.70%,+872.00%,+171.75%,-130.50%,+267.00%,+145.00%,+2011.00%,+1639.85%,+1025.00%,+171.50%,-136.75%,+299.00%,+181.00%,+1253.00%,+703.50%,+898.00%,+156.00%,-112.50%,+71.00%,+56.00%,+25.00%
K138,(RaW)SLAP,+376.35%,+297.35%,+323.35%,+43.75%,-43.75%,+600.00%,+348.00%,+1150.70%,+1366.99%,+1334.70%,+160.50%,-171.75%,+228.00%,+700.00%,+2481.55%,+1330.50%,+952.20%,+186.50%,-142.75%,+560.00%,+378.00%,+2175.50%,+1111.00%,+881.85%,+188.75%,-136.75%,+603.00%,+349.00%,+2043.85%,+432.50%,+1030.50%,+180.75%,-136.50%,+476.00%,+175.00%,+24.00%
K138,(RaW)༺Aryz༻,+323.85%,+267.10%,+316.60%,+43.75%,-41.50%,+450.56%,+437.36%,+1222.00%,+1581.00%,+1066.49%,+142.75%,-152.25%,+166.00%,+328.00%,+2424.70%,+1776.20%,+986.50%,+174.00%,-134.75%,+406.00%,+248.00%,+2115.50%,+1728.35%,+1255.00%,+177.75%,-144.75%,+485.00%,+227.00%,+1574.50%,+839.50%,+1145.50%,+165.75%,-128.50%,+299.00%,+154.00%,+24.00%
K138,(RaW)©•SGT©•,+322.35%,+254.35%,+282.85%,+43.75%,-41.50%,+293.52%,+250.08%,+847.70%,+1318.20%,+1231.49%,+142.75%,-165.25%,+129.00%,+433.00%,+2040.70%,+1427.20%,+837.85%,+171.75%,-136.50%,+304.00%,+130.00%,+2225.85%,+1665.35%,+1107.00%,+175.50%,-146.75%,+587.00%,+280.00%,+1233.00%,+393.50%,+956.50%,+64.50%,-49.00%,+82.00%,+66.00%,+21.50%
K138,(RaW)༺Frankie༻,+350.85%,+295.85%,+319.85%,+43.75%,-43.75%,+600.00%,+345.44%,+1665.00%,+1967.42%,+1119.07%,+142.75%,-179.75%,+214.00%,+700.00%,+2300.20%,+1466.50%,+1249.20%,+174.00%,-166.75%,+524.00%,+420.00%,+2073.50%,+1423.00%,+962.50%,+171.50%,-144.75%,+537.00%,+352.00%,+2027.85%,+969.50%,+1288.50%,+165.75%,-160.50%,+431.00%,+248.00%,+23.00%
K138,(RaW)Critykal,+417.85%,+327.85%,+334.85%,+43.75%,-43.75%,+432.20%,+309.28%,+1217.70%,+1763.99%,+1565.70%,+160.50%,-179.50%,+347.00%,+700.00%,+2644.55%,+1860.50%,+1038.20%,+192.75%,-170.50%,+603.00%,+404.00%,+1849.50%,+1514.00%,+1207.35%,+188.75%,-144.75%,+608.00%,+374.00%,+1846.85%,+597.50%,+1261.50%,+176.75%,-166.75%,+371.00%,+209.00%,+23.50%
K138,(RaW)Maddog,+323.85%,+263.10%,+284.60%,+43.75%,-41.50%,+541.56%,+373.64%,+1241.50%,+1752.00%,+1280.49%,+128.50%,-155.00%,+131.00%,+603.00%,+2295.70%,+1399.20%,+1110.50%,+170.50%,-128.50%,+256.00%,+151.00%,+2039.50%,+1733.35%,+1272.50%,+176.00%,-144.75%,+437.00%,+221.00%,+1499.50%,+864.50%,+1168.50%,+165.75%,-128.50%,+156.00%,+86.00%,+23.50%
K138,(RaW)BEYKOZLU,+307.60%,+258.10%,+306.60%,+41.50%,-41.50%,+280.96%,+258.40%,+1196.70%,+1547.20%,+1478.49%,+142.75%,-154.50%,+89.00%,+403.00%,+2233.20%,+1577.70%,+862.35%,+156.50%,-140.75%,+386.00%,+203.00%,+1991.85%,+1411.35%,+958.50%,+152.25%,-144.75%,+300.00%,+118.00%,+1442.00%,+597.50%,+1193.50%,+138.50%,-128.50%,+124.00%,+73.00%,+23.50%
K138,(RaW)Nightmare,+265.10%,+250.60%,+286.60%,+41.50%,-40.00%,+374.96%,+347.60%,+1069.50%,+1581.07%,+1184.49%,+164.50%,-148.00%,+92.00%,+188.00%,+2028.20%,+1623.20%,+879.50%,+167.50%,-126.50%,+282.00%,+127.00%,+2018.00%,+1610.85%,+1075.50%,+173.75%,-134.75%,+316.00%,+196.00%,+1147.50%,+609.50%,+813.50%,+80.00%,-57.50%,+48.00%,+40.00%,+21.50%
K138,(RaW)MARYEL,+319.60%,+258.60%,+305.10%,+43.75%,-41.50%,+456.64%,+312.00%,+1206.50%,+1752.00%,+1280.49%,+136.50%,-158.50%,+113.00%,+456.00%,+2107.20%,+1650.20%,+850.00%,+154.25%,-128.50%,+224.00%,+128.00%,+2023.50%,+1704.35%,+1249.50%,+160.50%,-148.75%,+322.00%,+186.00%,+1455.50%,+824.00%,+1158.00%,+138.50%,-128.50%,+140.00%,+85.00%,+22.50%
K138,(RaW)༺惊鸿༻,+334.60%,+276.10%,+298.60%,+41.50%,-41.50%,+600.00%,+252.96%,+898.70%,+1140.99%,+1239.70%,+84.75%,-75.25%,+64.00%,+411.00%,+2217.55%,+1225.50%,+1139.20%,+165.25%,-128.50%,+291.00%,+103.00%,+2150.50%,+1648.00%,+1424.85%,+177.50%,-143.00%,+626.00%,+354.00%,+1484.35%,+454.50%,+895.00%,+54.50%,-41.00%,+69.00%,+53.00%,+23.00%
K138,(RaW)让世界沐浴在血中,+316.85%,+283.10%,+301.60%,+43.75%,-41.50%,+454.40%,+488.96%,+1504.50%,+1720.42%,+1000.07%,+166.75%,-147.00%,+158.00%,+542.00%,+2214.20%,+1334.50%,+1239.20%,+185.00%,-138.75%,+425.00%,+281.00%,+2061.50%,+1278.00%,+886.50%,+184.50%,-128.75%,+593.00%,+276.00%,+2055.85%,+826.50%,+1055.50%,+165.75%,-130.50%,+400.00%,+168.00%,+24.50%
K138,(RaW)YAMI,+356.60%,+309.10%,+321.60%,+41.50%,-41.50%,+600.00%,+267.80%,+1030.70%,+1036.57%,+1214.62%,+47.00%,-55.25%,+194.00%,+546.00%,+2398.55%,+1531.20%,+649.50%,+158.50%,-132.75%,+523.00%,+320.00%,+1672.50%,+1199.35%,+916.85%,+148.00%,-124.50%,+334.00%,+177.00%,+1752.50%,+493.50%,+1057.50%,+144.75%,-130.50%,+434.00%,+199.00%,+20.00%
K138,(RaW)༺ⓉⒶⓇⓉⒶⓇ༻,+285.60%,+251.60%,+255.60%,+41.50%,-41.50%,+454.28%,+285.16%,+1181.00%,+1756.00%,+1191.49%,+142.75%,-152.75%,+108.00%,+389.00%,+1984.20%,+1674.20%,+878.50%,+148.00%,-132.50%,+212.00%,+130.00%,+2058.50%,+1671.35%,+1120.50%,+160.50%,-132.75%,+415.00%,+240.00%,+1259.00%,+724.50%,+934.00%,+81.50%,-75.50%,+145.00%,+97.00%,+23.50%
K138,(RaW)PPP_253,+276.71%,+234.10%,+260.60%,+41.50%,-41.50%,+190.72%,+189.92%,+772.70%,+1694.04%,+1228.50%,+146.75%,-157.75%,+102.00%,+182.00%,+905.75%,+917.50%,+643.20%,+78.15%,-71.50%,+74.00%,+69.00%,+2149.30%,+1671.70%,+854.50%,+147.75%,-148.75%,+319.00%,+160.00%,+860.45%,+655.20%,+385.50%,+71.65%,-59.50%,+51.00%,+46.00%,+16.50%
K138,(RaW)GoŁΛ,+279.10%,+174.00%,+247.50%,+41.50%,-40.00%,+405.64%,+214.72%,+676.20%,+1331.62%,+1097.07%,+51.00%,-58.50%,+158.00%,+215.00%,+1454.50%,+920.50%,+581.20%,+150.75%,-116.50%,+172.00%,+85.00%,+2337.05%,+1716.20%,+1118.50%,+160.50%,-151.25%,+337.00%,+196.00%,+1172.50%,+360.50%,+881.50%,+45.50%,-25.00%,+78.00%,+55.00%,+21.00%
K138,(RaW)Baqi,+285.35%,+259.10%,+292.10%,+41.50%,-41.50%,+600.00%,+276.80%,+1168.00%,+1629.00%,+1214.49%,+136.50%,-162.50%,+72.00%,+321.00%,+2116.70%,+1708.20%,+888.50%,+150.25%,-128.50%,+408.00%,+184.00%,+2127.50%,+1743.35%,+1243.00%,+166.75%,-144.75%,+417.00%,+195.00%,+1438.50%,+710.50%,+968.00%,+138.50%,-128.50%,+145.00%,+81.00%,+24.50%
K138,(RaW)༺飞K༻,+308.21%,+224.60%,+278.10%,+40.00%,-40.00%,+531.64%,+58.64%,+765.20%,+1557.04%,+1041.57%,+53.00%,-64.00%,+112.00%,+301.00%,+1166.50%,+965.50%,+589.70%,+141.75%,-124.50%,+134.00%,+77.00%,+2399.55%,+1617.70%,+684.00%,+148.00%,-146.50%,+326.00%,+144.00%,+1009.20%,+521.70%,+329.50%,+39.50%,-25.00%,+59.00%,+47.00%,+22.00%
K138,(RaW)ϟCrozyϟ,+375.20%,+316.34%,+353.34%,+41.50%,-43.75%,+500.12%,+600.00%,+1619.00%,+2560.92%,+1930.99%,+138.50%,-216.00%,+243.00%,+700.00%,+1261.50%,+1284.50%,+1111.85%,+154.50%,-160.50%,+542.00%,+319.00%,+2350.20%,+1920.70%,+684.50%,+158.25%,-186.50%,+423.00%,+191.00%,+888.50%,+1372.20%,+1116.20%,+140.75%,-166.75%,+430.00%,+371.00%,+24.00%
K170,(AOT)SanSW°,+398.71%,+288.85%,+380.85%,+43.75%,-43.75%,+399.80%,+600.00%,+1500.20%,+2841.05%,+1664.07%,+144.75%,-211.50%,+105.00%,+700.00%,+1838.50%,+1746.00%,+1416.35%,+162.75%,-168.75%,+603.00%,+389.00%,+1788.85%,+1292.00%,+590.00%,+156.50%,-190.75%,+418.00%,+182.00%,+940.70%,+1171.70%,+859.00%,+137.50%,-160.50%,+176.00%,+102.00%,+25.50%
K170,(AOT)Fenixx,+289.35%,+261.10%,+302.10%,+43.75%,-40.00%,+499.12%,+368.16%,+628.70%,+756.57%,+1154.12%,+55.25%,-64.00%,+106.00%,+455.00%,+2335.05%,+1792.70%,+675.50%,+161.00%,-132.75%,+300.00%,+203.00%,+2054.50%,+1534.35%,+1201.35%,+173.50%,-144.75%,+498.00%,+298.00%,+1526.00%,+535.00%,+1172.00%,+147.00%,-112.50%,+216.00%,+111.00%,+25.00%
K170,(AOT)D®a©o,+307.10%,+257.60%,+280.60%,+41.50%,-41.50%,+453.28%,+306.12%,+712.20%,+898.57%,+1254.12%,+49.00%,-71.00%,+118.00%,+383.00%,+2097.05%,+1498.70%,+920.00%,+154.25%,-134.75%,+364.00%,+204.00%,+2018.50%,+1574.85%,+1185.85%,+166.75%,-144.75%,+476.00%,+219.00%,+1295.00%,+450.00%,+976.00%,+134.50%,-128.50%,+103.00%,+64.00%,+23.50%
K170,(AOT)Themechanic,+336.35%,+260.10%,+279.10%,+43.75%,-40.00%,+423.32%,+401.28%,+906.70%,+1272.20%,+1091.49%,+166.75%,-151.50%,+120.00%,+309.00%,+2225.20%,+1841.70%,+771.35%,+182.50%,-130.50%,+320.00%,+159.00%,+2303.85%,+1741.35%,+1221.00%,+192.75%,-148.75%,+509.00%,+264.00%,+1493.00%,+495.00%,+1144.00%,+156.00%,-112.50%,+182.00%,+114.00%,+25.50%
K170,(AOT)Aauudd,+333.60%,+257.60%,+289.10%,+41.50%,-41.50%,+404.52%,+400.72%,+869.20%,+1672.20%,+1653.49%,+138.50%,-166.75%,+192.00%,+700.00%,+2040.20%,+1716.70%,+971.35%,+152.25%,-130.50%,+365.00%,+183.00%,+1827.85%,+1327.35%,+861.50%,+160.75%,-142.75%,+437.00%,+230.00%,+1366.00%,+619.00%,+1144.00%,+138.50%,-128.50%,+169.00%,+102.00%,+24.00%
K170,(AOT)Brauni°,+321.35%,+232.60%,+265.60%,+40.00%,-38.50%,+472.48%,+160.20%,+1074.70%,+999.57%,+1313.12%,+138.50%,-134.00%,+89.00%,+145.00%,+2055.05%,+1345.70%,+535.00%,+146.25%,-119.50%,+151.00%,+83.00%,+2020.00%,+1399.35%,+1017.35%,+165.50%,-127.75%,+510.00%,+305.00%,+1330.00%,+392.00%,+803.00%,+47.00%,-23.00%,+52.00%,+32.00%,+22.50%
K170,(AOT)Kelley,+285.85%,+273.60%,+284.60%,+43.75%,-41.50%,+357.16%,+308.80%,+1259.70%,+1520.20%,+1305.49%,+142.75%,-144.75%,+249.00%,+509.00%,+2279.20%,+1764.70%,+1081.35%,+172.00%,-137.75%,+383.00%,+202.00%,+2033.85%,+1421.35%,+971.50%,+182.75%,-141.75%,+582.00%,+408.00%,+1487.50%,+480.00%,+920.50%,+159.50%,-128.50%,+160.00%,+124.00%,+23.50%
K170,(AOT)鸣鸣鸣,+327.35%,+291.10%,+304.60%,+43.75%,-41.50%,+554.56%,+192.08%,+844.70%,+1311.20%,+1274.49%,+49.00%,-76.00%,+79.00%,+279.00%,+2330.05%,+1508.70%,+966.00%,+171.75%,-128.50%,+263.00%,+110.00%,+2171.50%,+1727.35%,+1386.35%,+185.75%,-136.75%,+518.00%,+304.00%,+1419.50%,+452.00%,+933.50%,+156.00%,-128.50%,+94.00%,+84.00%,+24.50%
K170,(AOT)aweirdmind,+319.85%,+271.35%,+281.35%,+43.75%,-43.75%,+520.36%,+415.88%,+753.20%,+1365.62%,+920.07%,+49.00%,-73.00%,+104.00%,+351.00%,+2371.05%,+1754.00%,+1285.70%,+176.50%,-169.25%,+394.00%,+285.00%,+2208.50%,+1731.00%,+1045.35%,+184.00%,-123.75%,+509.00%,+250.00%,+1489.35%,+626.50%,+939.00%,+156.00%,-160.50%,+101.00%,+36.00%,+24.00%
K170,(AOT)Panda,+355.85%,+296.85%,+343.85%,+41.50%,-43.75%,+421.40%,+283.56%,+1284.00%,+1757.00%,+1367.49%,+136.50%,-171.50%,+254.00%,+700.00%,+2139.20%,+1515.70%,+1218.00%,+162.75%,-142.75%,+565.00%,+333.00%,+1866.50%,+1605.35%,+1196.50%,+156.50%,-144.75%,+603.00%,+380.00%,+1327.00%,+817.00%,+973.00%,+142.00%,-136.50%,+361.00%,+205.00%,+22.00%
K170,(AOT)StFruz,+325.01%,+269.90%,+315.90%,+43.75%,-43.75%,+211.18%,+600.00%,+1036.00%,+1662.00%,+1222.49%,+160.50%,-171.50%,+162.00%,+404.00%,+1787.00%,+1324.00%,+1025.00%,+184.50%,-142.75%,+575.00%,+361.00%,+2220.50%,+1670.00%,+1315.00%,+188.75%,-144.75%,+532.00%,+333.00%,+2002.50%,+1484.70%,+1410.20%,+164.25%,-136.50%,+208.00%,+148.00%,+25.00%
K170,(AOT)WeleS,+356.85%,+311.85%,+318.85%,+43.75%,-43.75%,+569.28%,+351.44%,+819.70%,+1427.20%,+1358.49%,+142.75%,-165.25%,+189.00%,+352.00%,+2219.20%,+1898.70%,+1142.35%,+142.75%,-142.75%,+199.00%,+155.00%,+2279.85%,+1801.35%,+1007.50%,+173.50%,-144.75%,+608.00%,+358.00%,+1453.00%,+631.00%,+1199.00%,+148.50%,-136.50%,+407.00%,+256.00%,+24.50%
K170,(AOT)Doctopussy,+318.35%,+261.10%,+302.60%,+43.75%,-41.50%,+485.72%,+439.96%,+602.20%,+1045.57%,+1322.12%,+49.00%,-73.75%,+122.00%,+519.00%,+2314.55%,+1674.70%,+610.00%,+171.75%,-128.50%,+301.00%,+131.00%,+2152.50%,+1699.35%,+1334.35%,+180.25%,-136.75%,+603.00%,+312.00%,+1336.50%,+574.00%,+1061.50%,+150.50%,-128.50%,+131.00%,+68.00%,+24.50%
K170,(AOT)SugarDADDY,+343.35%,+307.10%,+365.10%,+43.75%,-41.50%,+346.72%,+304.40%,+788.70%,+1208.99%,+1308.70%,+138.50%,-156.50%,+166.00%,+532.00%,+2542.05%,+1595.00%,+1212.70%,+165.25%,-143.00%,+598.00%,+355.00%,+1812.50%,+1258.50%,+941.85%,+146.50%,-134.50%,+200.00%,+155.00%,+1796.35%,+728.00%,+1331.00%,+152.75%,-134.75%,+481.00%,+196.00%,+22.50%
K170,(AOT)MONKEY,+373.46%,+265.60%,+282.10%,+43.75%,-41.50%,+293.44%,+197.40%,+884.70%,+1372.62%,+1097.42%,+142.75%,-154.50%,+191.00%,+252.00%,+1720.20%,+1435.20%,+948.35%,+159.00%,-137.75%,+207.00%,+194.00%,+2021.85%,+1393.35%,+636.00%,+174.50%,-145.75%,+394.00%,+182.00%,+1069.70%,+782.70%,+586.00%,+146.50%,-130.50%,+118.00%,+96.00%,+21.50%
K170,(AOT)Paian,+282.60%,+149.00%,+178.50%,+41.50%,-1.00%,+486.92%,+12.92%,+930.70%,+1032.20%,+814.99%,+41.00%,-45.00%,+144.00%,+315.00%,+1835.70%,+1536.20%,+831.35%,+139.00%,-116.50%,+140.00%,+109.00%,+1782.85%,+1143.35%,+576.50%,+148.50%,-121.50%,+381.00%,+254.00%,+1178.00%,+265.50%,+705.50%,+43.50%,-27.00%,+89.00%,+69.00%,+20.50%
K170,(AOT)Matis,+302.60%,+242.60%,+272.10%,+41.50%,-41.50%,+420.78%,+88.58%,+635.00%,+1024.57%,+1320.42%,+55.25%,-71.00%,+128.00%,+267.00%,+2029.20%,+1351.20%,+822.00%,+154.25%,-128.50%,+229.00%,+168.00%,+2004.50%,+1627.85%,+1155.50%,+162.75%,-144.75%,+402.00%,+194.00%,+1165.00%,+589.00%,+968.00%,+137.00%,-128.50%,+80.00%,+52.00%,+22.00%
K170,(AOT)BAT,+314.60%,+256.60%,+291.60%,+41.50%,-41.50%,+283.76%,+243.72%,+696.70%,+1022.42%,+1605.12%,+132.50%,-148.75%,+83.00%,+303.00%,+2248.55%,+1817.05%,+812.00%,+154.75%,-138.50%,+462.00%,+251.00%,+1158.20%,+733.05%,+778.85%,+150.50%,-126.50%,+151.00%,+72.00%,+843.50%,+396.00%,+896.00%,+47.00%,-39.00%,+96.00%,+68.00%,+22.00%
K170,(AOT)金木研_254,+272.10%,+256.60%,+290.10%,+41.50%,-41.50%,+399.24%,+245.56%,+1130.00%,+1631.92%,+1409.49%,+140.50%,-160.75%,+62.00%,+245.00%,+2203.70%,+1833.05%,+1129.50%,+162.75%,-136.75%,+345.00%,+168.00%,+1129.70%,+776.55%,+700.00%,+148.25%,-142.50%,+130.00%,+48.00%,+881.50%,+663.50%,+941.50%,+85.90%,-79.90%,+55.00%,+48.00%,+22.00%
K170,(AOT)MG·Yu,+368.35%,+324.85%,+337.85%,+43.75%,-43.75%,+600.00%,+536.92%,+1380.00%,+2052.42%,+1112.07%,+190.75%,-182.00%,+154.00%,+603.00%,+2555.20%,+1905.00%,+1865.70%,+199.75%,-170.50%,+504.00%,+295.00%,+2455.50%,+1888.50%,+1140.50%,+203.50%,-148.50%,+700.00%,+399.00%,+1740.35%,+1101.00%,+1352.00%,+163.50%,-160.50%,+373.00%,+133.00%,+22.50%
K170,(AOT)Markspoon,+304.60%,+243.10%,+276.60%,+41.50%,-2.50%,+387.78%,+6.66%,+757.70%,+1297.20%,+1177.49%,+136.50%,-155.50%,+78.00%,+211.00%,+1942.20%,+1649.20%,+964.35%,+154.25%,-126.50%,+122.00%,+77.00%,+2145.85%,+1608.35%,+872.00%,+162.75%,-144.75%,+356.00%,+162.00%,+1395.50%,+527.00%,+1087.50%,+138.50%,-112.50%,+74.00%,+62.00%,+23.50%
K170,(AOT)VAB999,+299.85%,+271.10%,+276.60%,+43.75%,-41.50%,+512.76%,+330.38%,+1682.70%,+2099.63%,+1465.07%,+142.75%,-157.75%,+244.00%,+543.00%,+1498.50%,+1220.00%,+1145.35%,+146.50%,-125.50%,+300.00%,+220.00%,+2482.85%,+1419.00%,+1306.50%,+174.50%,-149.75%,+677.00%,+364.00%,+1427.50%,+920.50%,+1081.50%,+146.50%,-112.50%,+192.00%,+123.00%,+23.00%
K170,(AOT)Paian2,+310.60%,+231.10%,+246.60%,+41.50%,-1.50%,+564.04%,+93.54%,+760.70%,+1310.20%,+1156.49%,+33.00%,-52.25%,+125.00%,+444.00%,+1956.70%,+1599.70%,+916.35%,+129.00%,-122.50%,+136.00%,+100.00%,+1848.85%,+1131.35%,+611.00%,+150.75%,-142.50%,+399.00%,+227.00%,+1210.50%,+335.00%,+905.50%,+33.50%,-29.00%,+115.00%,+87.00%,+23.50%
K54,爽歪歪,+512.59%,+452.59%,+507.59%,+47.50%,-47.50%,+600.00%,+600.00%,+2620.70%,+2984.00%,+2615.20%,+196.50%,-236.50%,+900.00%,+900.00%,+2809.35%,+2145.00%,+1408.00%,+204.50%,-194.50%,+900.00%,+900.00%,+2063.50%,+1636.00%,+1549.35%,+204.50%,-196.50%,+900.00%,+900.00%,+1902.00%,+1458.50%,+1682.00%,+204.50%,-194.50%,+900.00%,+900.00%,+24.00%
K54,"纵横,,,杀戮",+402.59%,+366.34%,+379.34%,+47.50%,-43.75%,+600.00%,+600.00%,+1277.70%,+1508.99%,+1459.20%,+160.50%,-171.50%,+287.00%,+700.00%,+2767.05%,+1448.00%,+1056.70%,+208.00%,-149.00%,+603.00%,+501.00%,+2438.50%,+1425.00%,+1183.35%,+208.00%,-144.75%,+603.00%,+442.00%,+2385.35%,+735.50%,+1431.00%,+178.75%,-136.50%,+603.00%,+350.00%,+25.00%
K54,"纵横,,,大风",+492.59%,+412.59%,+442.59%,+47.50%,-47.50%,+600.00%,+600.00%,+1556.20%,+1769.99%,+1468.20%,+151.00%,-195.50%,+700.00%,+700.00%,+2902.05%,+1737.00%,+1148.70%,+182.50%,-196.50%,+700.00%,+700.00%,+2328.50%,+1809.00%,+1473.35%,+182.50%,-173.00%,+700.00%,+700.00%,+2287.35%,+936.50%,+1705.00%,+189.75%,-190.75%,+700.00%,+700.00%,+22.50%
K54,Somnium,+313.59%,+219.59%,+297.09%,+40.00%,-41.50%,+531.44%,+57.44%,+777.70%,+1280.99%,+1357.20%,+49.00%,-64.50%,+70.00%,+394.00%,+2629.55%,+1627.00%,+1327.70%,+153.00%,-134.75%,+514.00%,+318.00%,+1672.50%,+1048.00%,+885.85%,+146.00%,-130.50%,+308.00%,+139.00%,+1404.35%,+400.50%,+902.00%,+51.00%,-25.00%,+85.00%,+42.00%,+22.00%
